age,gender,married,dependents,education,employment_type,years_at_job,annual_income,coapplicant_income,credit_score,credit_history,loan_amount,loan_amount_term,loan_purpose,property_area,collateral_value,loan_status
37,Female,Yes,3,Graduate,Unemployed,17,1508,779,368,Good,644,480,Personal,Semiurban,50,Rejected
57,Male,Yes,3,Not Graduate,Business,5,764,322,392,Bad,154,180,Car,Urban,854,Rejected
59,Male,Yes,2,Graduate,Self-Employed,13,1876,239,545,Good,104,300,Other,Semiurban,484,Rejected
48,Female,Yes,2,Graduate,Unemployed,5,1344,591,484,Good,780,300,Education,Semiurban,688,Rejected
61,Female,No,0,Graduate,Salaried,6,663,277,746,Bad,307,240,Personal,Rural,638,Rejected
55,Female,No,1,Not Graduate,Business,4,1972,458,846,Good,776,240,Education,Urban,941,Approved
38,Male,Yes,1,Not Graduate,Unemployed,2,1371,934,439,Bad,701,480,Car,Urban,883,Rejected
34,Male,Yes,2,Graduate,Unemployed,9,1194,141,614,Good,491,240,Business,Rural,969,Rejected
55,Male,Yes,2,Graduate,Unemployed,29,582,233,762,Good,75,180,Education,Urban,248,Approved
64,Female,No,2,Not Graduate,Self-Employed,15,755,588,514,Good,355,240,Education,Urban,500,Rejected
61,Male,Yes,0,Not Graduate,Salaried,10,1912,783,830,Good,79,300,Personal,Rural,422,Approved
27,Female,Yes,1,Graduate,Salaried,2,997,859,481,Good,191,240,Education,Semiurban,594,Rejected
61,Male,No,0,Not Graduate,Self-Employed,14,1853,582,584,Good,64,300,Business,Rural,503,Rejected
33,Male,No,1,Not Graduate,Business,11,424,273,675,Good,242,360,Business,Urban,543,Approved
38,Male,Yes,2,Not Graduate,Self-Employed,21,104,334,764,Good,656,180,Home,Semiurban,572,Rejected
57,Female,Yes,0,Graduate,Salaried,0,1708,209,854,Good,395,360,Education,Urban,374,Rejected
33,Female,No,3,Graduate,Self-Employed,12,1618,558,670,Good,100,360,Personal,Semiurban,946,Approved
56,Female,No,0,Graduate,Salaried,15,1048,714,782,Good,771,360,Car,Semiurban,751,Rejected
51,Male,No,0,Graduate,Salaried,23,1118,458,593,Good,164,300,Education,Urban,788,Rejected
22,Male,No,3,Graduate,Salaried,6,1363,562,449,Bad,575,240,Car,Semiurban,319,Rejected
36,Male,Yes,3,Not Graduate,Salaried,6,1013,550,801,Good,765,360,Business,Rural,937,Rejected
29,Male,Yes,2,Not Graduate,Business,5,1910,656,411,Good,354,360,Business,Rural,507,Rejected
29,Female,No,3,Graduate,Salaried,2,1314,615,720,Good,351,180,Business,Rural,989,Approved
58,Male,Yes,3,Not Graduate,Unemployed,29,1129,883,844,Good,375,300,Home,Semiurban,796,Approved
31,Male,Yes,0,Not Graduate,Unemployed,11,1442,59,804,Good,488,240,Other,Urban,775,Approved
42,Female,No,0,Not Graduate,Salaried,8,1620,773,897,Good,677,360,Personal,Rural,963,Approved
53,Female,No,2,Not Graduate,Salaried,25,1049,557,360,Good,162,360,Home,Semiurban,19,Rejected
56,Female,No,3,Graduate,Self-Employed,10,1538,836,562,Good,70,240,Car,Urban,809,Rejected
43,Male,Yes,1,Not Graduate,Business,5,1137,288,583,Good,555,180,Business,Rural,495,Rejected
54,Female,Yes,0,Graduate,Salaried,11,1331,340,657,Bad,647,360,Business,Urban,941,Rejected
29,Male,Yes,2,Not Graduate,Self-Employed,15,101,116,404,Good,515,360,Home,Semiurban,729,Rejected
44,Female,No,0,Not Graduate,Salaried,21,501,694,530,Good,318,240,Education,Urban,31,Rejected
28,Male,Yes,0,Not Graduate,Business,21,629,632,770,Good,216,480,Car,Rural,457,Approved
27,Male,No,1,Graduate,Business,21,1158,712,464,Good,179,480,Other,Rural,25,Rejected
56,Male,Yes,2,Graduate,Unemployed,5,1073,160,800,Good,777,480,Home,Urban,651,Rejected
38,Male,No,1,Not Graduate,Business,11,861,708,526,Good,390,480,Home,Rural,357,Rejected
23,Male,Yes,1,Not Graduate,Unemployed,3,181,787,433,Bad,716,180,Education,Rural,406,Rejected
48,Male,Yes,2,Not Graduate,Business,17,950,662,599,Bad,792,480,Business,Rural,562,Rejected
26,Female,No,3,Graduate,Self-Employed,16,892,292,369,Bad,644,300,Education,Rural,430,Rejected
64,Male,No,1,Graduate,Business,7,1606,481,888,Good,432,480,Personal,Rural,140,Rejected
64,Male,Yes,3,Graduate,Self-Employed,12,1514,463,673,Good,605,360,Home,Urban,235,Rejected
41,Male,Yes,0,Not Graduate,Unemployed,4,998,255,398,Good,645,240,Car,Urban,470,Rejected
48,Male,No,2,Not Graduate,Self-Employed,2,1609,173,539,Good,143,360,Education,Semiurban,217,Rejected
60,Female,Yes,2,Graduate,Unemployed,24,668,794,595,Good,723,480,Car,Semiurban,208,Rejected
21,Male,Yes,0,Graduate,Business,18,1583,830,481,Good,426,360,Other,Rural,6,Rejected
56,Male,No,0,Graduate,Self-Employed,4,1945,387,707,Good,88,480,Car,Urban,722,Approved
41,Female,No,0,Not Graduate,Self-Employed,17,1651,825,300,Good,287,240,Personal,Rural,806,Rejected
63,Male,Yes,1,Not Graduate,Unemployed,5,1527,270,346,Good,164,480,Education,Semiurban,925,Rejected
55,Female,No,1,Not Graduate,Business,8,232,851,342,Good,134,300,Car,Urban,557,Rejected
33,Male,Yes,1,Graduate,Salaried,16,1440,825,587,Good,562,180,Business,Rural,162,Rejected
30,Male,Yes,1,Graduate,Salaried,10,891,946,624,Good,187,480,Home,Semiurban,757,Rejected
64,Female,No,1,Not Graduate,Self-Employed,14,1358,234,467,Bad,252,180,Car,Rural,76,Rejected
30,Female,Yes,3,Not Graduate,Unemployed,18,227,571,596,Good,625,240,Education,Semiurban,315,Rejected
33,Female,Yes,3,Not Graduate,Unemployed,15,1186,708,854,Good,278,180,Other,Urban,384,Approved
57,Male,Yes,1,Not Graduate,Unemployed,25,1808,743,889,Good,410,300,Home,Semiurban,390,Approved
58,Female,Yes,2,Not Graduate,Business,0,527,383,669,Good,722,300,Home,Urban,860,Rejected
44,Female,Yes,2,Not Graduate,Business,14,443,591,719,Good,579,240,Home,Semiurban,227,Rejected
22,Male,No,3,Graduate,Business,20,1248,929,637,Good,227,360,Personal,Urban,612,Rejected
42,Male,No,3,Graduate,Salaried,4,1203,622,755,Good,392,240,Personal,Semiurban,635,Approved
37,Male,Yes,2,Graduate,Self-Employed,19,1746,461,826,Good,539,360,Personal,Rural,236,Rejected
56,Female,Yes,2,Graduate,Business,4,1290,346,810,Good,87,240,Other,Rural,746,Approved
34,Male,No,2,Not Graduate,Self-Employed,15,895,193,551,Good,431,480,Business,Semiurban,697,Rejected
30,Female,Yes,3,Graduate,Unemployed,7,1503,248,327,Good,464,240,Business,Semiurban,76,Rejected
55,Female,No,3,Graduate,Business,29,734,156,675,Good,675,360,Business,Urban,931,Rejected
45,Female,No,2,Graduate,Business,23,1896,516,343,Good,429,300,Other,Urban,150,Rejected
23,Female,No,3,Not Graduate,Business,5,816,91,847,Good,260,180,Personal,Semiurban,519,Approved
58,Male,Yes,1,Graduate,Self-Employed,11,1138,513,801,Good,731,180,Home,Urban,967,Rejected
37,Male,Yes,2,Graduate,Salaried,3,1228,737,466,Good,157,180,Car,Urban,614,Rejected
32,Female,Yes,0,Not Graduate,Salaried,15,1684,770,751,Good,344,360,Personal,Urban,130,Rejected
44,Female,Yes,2,Not Graduate,Unemployed,10,1895,552,485,Good,163,480,Other,Semiurban,86,Rejected
49,Male,No,3,Not Graduate,Self-Employed,12,1649,149,466,Good,697,300,Business,Rural,253,Rejected
63,Male,Yes,0,Graduate,Business,19,318,61,532,Good,122,360,Car,Urban,349,Rejected
45,Female,Yes,0,Graduate,Salaried,14,1517,880,508,Good,771,480,Business,Urban,287,Rejected
56,Female,Yes,2,Not Graduate,Unemployed,20,698,303,636,Good,687,240,Education,Rural,500,Rejected
46,Female,No,1,Graduate,Salaried,4,992,985,443,Good,367,360,Home,Rural,17,Rejected
58,Female,Yes,1,Graduate,Self-Employed,12,456,882,395,Good,222,480,Other,Urban,339,Rejected
21,Female,No,3,Graduate,Unemployed,1,831,388,320,Bad,651,300,Other,Semiurban,71,Rejected
40,Male,Yes,0,Graduate,Self-Employed,11,399,131,376,Bad,373,180,Home,Rural,204,Rejected
48,Female,Yes,1,Not Graduate,Unemployed,5,1968,484,656,Good,163,240,Personal,Urban,342,Approved
36,Male,Yes,3,Graduate,Self-Employed,28,263,800,550,Good,356,240,Home,Semiurban,499,Rejected
37,Female,Yes,0,Not Graduate,Business,22,995,80,444,Good,408,180,Other,Rural,343,Rejected
60,Male,Yes,3,Graduate,Business,2,1566,49,415,Good,575,300,Home,Semiurban,579,Rejected
48,Female,No,1,Not Graduate,Self-Employed,9,771,114,577,Good,145,180,Business,Semiurban,252,Rejected
32,Male,Yes,3,Graduate,Self-Employed,19,1488,775,848,Bad,214,480,Personal,Urban,749,Rejected
47,Male,No,3,Graduate,Salaried,24,1188,431,747,Good,410,360,Personal,Semiurban,870,Approved
62,Female,Yes,1,Graduate,Salaried,3,1827,396,860,Good,290,300,Education,Semiurban,20,Rejected
50,Female,Yes,1,Not Graduate,Unemployed,9,1639,281,680,Bad,269,480,Car,Semiurban,993,Rejected
61,Male,No,3,Graduate,Self-Employed,26,1761,434,424,Good,467,180,Other,Rural,844,Rejected
54,Male,Yes,1,Not Graduate,Self-Employed,6,868,290,600,Good,596,300,Business,Urban,897,Rejected
57,Male,No,2,Graduate,Self-Employed,17,1247,686,534,Good,744,300,Personal,Semiurban,794,Rejected
26,Female,No,2,Graduate,Salaried,20,1333,235,829,Good,254,180,Education,Semiurban,46,Rejected
27,Male,Yes,2,Graduate,Salaried,21,176,238,559,Good,698,480,Business,Urban,566,Rejected
52,Female,Yes,0,Not Graduate,Business,13,828,959,783,Bad,237,360,Business,Urban,357,Rejected
52,Female,Yes,2,Not Graduate,Unemployed,17,1656,616,467,Good,792,240,Other,Urban,144,Rejected
45,Female,Yes,2,Not Graduate,Salaried,0,946,282,477,Good,168,240,Business,Urban,255,Rejected
53,Female,Yes,2,Graduate,Unemployed,24,780,813,557,Bad,261,360,Car,Urban,392,Rejected
27,Female,No,1,Graduate,Unemployed,22,396,289,880,Bad,759,360,Home,Rural,904,Rejected
32,Female,No,1,Graduate,Salaried,23,1133,702,478,Good,453,240,Other,Rural,326,Rejected
36,Male,Yes,1,Not Graduate,Self-Employed,20,216,759,528,Good,457,240,Business,Semiurban,25,Rejected
36,Male,Yes,1,Not Graduate,Self-Employed,20,1606,495,781,Good,226,240,Personal,Semiurban,427,Approved
63,Female,No,1,Graduate,Business,16,296,93,527,Good,455,360,Car,Semiurban,458,Rejected
56,Male,No,2,Graduate,Self-Employed,29,1807,730,626,Bad,676,480,Car,Urban,925,Rejected
33,Male,No,2,Not Graduate,Self-Employed,2,286,938,522,Good,649,180,Other,Urban,874,Rejected
27,Female,Yes,1,Not Graduate,Salaried,14,777,984,396,Good,712,480,Education,Semiurban,136,Rejected
56,Male,Yes,3,Graduate,Unemployed,13,1353,220,886,Bad,582,180,Home,Semiurban,983,Rejected
29,Female,No,1,Not Graduate,Self-Employed,6,379,118,631,Bad,257,240,Personal,Urban,29,Rejected
52,Female,No,2,Not Graduate,Salaried,29,1787,151,538,Good,522,360,Personal,Urban,211,Rejected
31,Female,Yes,2,Not Graduate,Unemployed,9,1355,16,495,Good,158,240,Car,Semiurban,977,Rejected
28,Female,No,1,Not Graduate,Salaried,24,1910,251,758,Good,148,480,Car,Semiurban,237,Approved
53,Male,Yes,0,Not Graduate,Self-Employed,28,951,811,572,Good,232,180,Business,Urban,510,Rejected
43,Male,No,3,Graduate,Self-Employed,28,1239,705,678,Good,653,300,Personal,Rural,401,Approved
45,Female,Yes,1,Graduate,Salaried,7,1550,828,697,Good,595,180,Home,Rural,424,Approved
28,Male,No,2,Not Graduate,Business,10,1710,423,776,Good,443,180,Car,Rural,954,Approved
42,Female,No,3,Graduate,Unemployed,27,698,207,646,Good,777,360,Education,Rural,136,Rejected
24,Female,No,0,Not Graduate,Unemployed,4,1714,258,302,Bad,703,180,Other,Rural,455,Rejected
60,Male,No,3,Graduate,Self-Employed,2,696,278,304,Good,659,480,Personal,Rural,446,Rejected
23,Male,Yes,1,Graduate,Salaried,24,1223,646,760,Good,534,300,Home,Semiurban,769,Approved
49,Female,No,2,Graduate,Salaried,19,738,343,737,Good,797,300,Home,Urban,447,Rejected
61,Male,Yes,2,Not Graduate,Self-Employed,8,1667,951,432,Good,221,180,Business,Rural,634,Rejected
49,Female,No,2,Graduate,Salaried,18,877,455,653,Good,728,240,Personal,Semiurban,594,Rejected
54,Female,No,3,Graduate,Self-Employed,6,926,701,795,Good,655,480,Car,Urban,872,Rejected
54,Male,Yes,1,Not Graduate,Business,0,913,468,820,Good,347,480,Home,Rural,989,Rejected
48,Female,No,1,Graduate,Unemployed,9,712,464,583,Bad,155,240,Home,Urban,262,Rejected
33,Male,No,3,Graduate,Business,26,1923,248,869,Good,95,360,Home,Urban,741,Approved
35,Female,Yes,3,Not Graduate,Salaried,11,1556,410,877,Good,210,360,Other,Urban,840,Approved
43,Female,No,0,Graduate,Unemployed,14,1207,381,546,Good,502,360,Personal,Semiurban,610,Rejected
64,Female,No,2,Not Graduate,Self-Employed,20,394,298,856,Good,701,240,Home,Rural,961,Rejected
46,Female,No,3,Not Graduate,Self-Employed,24,594,331,401,Good,546,360,Personal,Urban,538,Rejected
24,Female,Yes,2,Not Graduate,Unemployed,26,1302,216,424,Good,577,360,Education,Semiurban,459,Rejected
46,Male,No,0,Not Graduate,Business,24,1779,309,427,Good,616,180,Personal,Rural,402,Rejected
60,Female,Yes,1,Graduate,Business,21,394,760,515,Good,493,240,Car,Rural,588,Rejected
29,Male,Yes,2,Not Graduate,Self-Employed,10,1439,294,621,Good,520,360,Home,Semiurban,236,Rejected
25,Male,Yes,3,Graduate,Salaried,5,948,755,361,Good,114,480,Car,Semiurban,644,Rejected
52,Male,Yes,3,Not Graduate,Self-Employed,2,1863,350,489,Good,91,360,Car,Urban,651,Rejected
40,Female,No,0,Not Graduate,Salaried,29,803,169,536,Bad,631,180,Home,Semiurban,843,Rejected
31,Male,No,2,Graduate,Salaried,27,1811,29,358,Good,269,240,Home,Rural,604,Rejected
35,Male,Yes,1,Not Graduate,Unemployed,8,1661,169,844,Good,54,360,Other,Semiurban,502,Approved
52,Male,No,1,Not Graduate,Unemployed,16,150,995,480,Good,474,180,Personal,Rural,74,Rejected
48,Female,No,3,Not Graduate,Self-Employed,22,423,560,835,Good,58,360,Education,Rural,309,Approved
42,Female,No,0,Not Graduate,Unemployed,18,1737,616,396,Good,754,300,Home,Rural,939,Rejected
61,Female,No,3,Graduate,Self-Employed,1,721,853,781,Good,97,360,Home,Semiurban,444,Rejected
37,Female,No,3,Not Graduate,Unemployed,20,1277,654,764,Good,500,360,Car,Rural,295,Approved
46,Male,No,3,Graduate,Business,4,1655,854,806,Bad,794,300,Education,Semiurban,633,Rejected
64,Female,Yes,3,Not Graduate,Business,17,304,353,345,Good,682,240,Home,Urban,690,Rejected
27,Male,No,0,Not Graduate,Business,11,1105,554,767,Good,518,360,Personal,Urban,365,Approved
62,Female,Yes,3,Graduate,Unemployed,23,170,418,639,Good,218,240,Car,Urban,530,Rejected
46,Male,No,2,Graduate,Salaried,14,251,83,343,Good,495,180,Business,Semiurban,329,Rejected
45,Female,Yes,3,Graduate,Unemployed,13,1702,498,704,Good,245,480,Personal,Rural,834,Approved
30,Female,No,3,Not Graduate,Business,1,294,553,529,Good,618,240,Car,Urban,490,Rejected
39,Female,Yes,1,Not Graduate,Self-Employed,23,917,860,828,Bad,281,360,Personal,Urban,845,Rejected
31,Female,Yes,1,Graduate,Salaried,21,985,603,574,Good,527,180,Home,Semiurban,144,Rejected
33,Male,No,0,Not Graduate,Business,9,601,968,360,Bad,222,180,Car,Rural,644,Rejected
28,Female,No,0,Not Graduate,Unemployed,19,115,415,351,Good,589,480,Car,Semiurban,606,Rejected
60,Female,Yes,2,Graduate,Self-Employed,2,322,583,308,Good,426,300,Home,Rural,400,Rejected
24,Female,No,3,Graduate,Unemployed,29,772,47,894,Good,73,180,Home,Rural,525,Approved
51,Male,No,1,Graduate,Self-Employed,8,305,460,594,Good,362,360,Education,Rural,458,Rejected
48,Female,No,2,Not Graduate,Business,14,604,865,346,Bad,795,480,Car,Semiurban,440,Rejected
31,Female,No,2,Graduate,Self-Employed,29,789,238,592,Good,264,360,Business,Urban,60,Rejected
63,Male,Yes,0,Graduate,Self-Employed,21,471,664,685,Good,258,300,Personal,Semiurban,13,Rejected
21,Male,No,1,Not Graduate,Self-Employed,20,1724,202,651,Good,156,360,Education,Urban,86,Approved
58,Male,No,3,Graduate,Business,29,1498,255,636,Good,113,300,Car,Semiurban,686,Rejected
44,Female,No,0,Not Graduate,Self-Employed,28,1238,535,581,Good,781,480,Business,Rural,567,Rejected
51,Male,No,2,Graduate,Unemployed,28,1117,451,680,Good,661,360,Business,Semiurban,177,Rejected
61,Female,Yes,2,Graduate,Salaried,25,485,802,634,Good,403,240,Home,Semiurban,367,Rejected
46,Male,No,1,Not Graduate,Unemployed,2,670,419,872,Good,147,360,Car,Urban,768,Approved
25,Female,No,1,Graduate,Self-Employed,18,396,193,658,Good,627,240,Other,Semiurban,633,Rejected
40,Male,No,3,Graduate,Self-Employed,5,1072,221,404,Bad,384,240,Personal,Urban,559,Rejected
61,Male,Yes,1,Graduate,Business,25,1314,679,367,Bad,391,360,Business,Semiurban,993,Rejected
31,Male,No,1,Not Graduate,Unemployed,19,1441,197,436,Good,720,240,Personal,Urban,910,Rejected
53,Female,Yes,0,Not Graduate,Self-Employed,3,183,745,524,Bad,447,180,Personal,Urban,743,Rejected
58,Male,No,0,Graduate,Business,10,229,624,741,Bad,723,180,Other,Rural,311,Rejected
47,Female,No,3,Not Graduate,Business,7,1898,774,786,Bad,613,360,Business,Semiurban,271,Rejected
54,Male,Yes,0,Not Graduate,Business,17,737,51,326,Good,272,180,Personal,Semiurban,789,Rejected
35,Male,Yes,3,Not Graduate,Business,21,473,844,686,Bad,726,240,Other,Rural,502,Rejected
52,Male,No,0,Not Graduate,Self-Employed,12,304,810,492,Good,698,480,Education,Rural,29,Rejected
41,Female,No,2,Graduate,Self-Employed,14,747,723,559,Good,620,360,Education,Semiurban,232,Rejected
25,Female,No,0,Graduate,Business,15,1382,900,863,Good,337,300,Car,Rural,189,Approved
26,Female,No,3,Graduate,Business,24,1009,762,364,Bad,389,180,Other,Semiurban,433,Rejected
58,Male,No,0,Graduate,Unemployed,2,442,407,399,Bad,471,180,Business,Rural,169,Rejected
42,Female,Yes,1,Not Graduate,Business,4,1451,41,597,Good,607,240,Home,Rural,517,Rejected
38,Female,No,2,Graduate,Business,26,1156,545,355,Good,182,180,Business,Rural,963,Rejected
34,Male,Yes,0,Graduate,Self-Employed,6,347,470,897,Good,684,360,Personal,Rural,292,Rejected
30,Male,Yes,2,Graduate,Salaried,0,1790,328,888,Good,323,480,Education,Semiurban,472,Rejected
33,Female,No,2,Graduate,Unemployed,7,1902,510,893,Good,251,180,Personal,Rural,590,Approved
51,Female,No,2,Graduate,Self-Employed,5,1988,793,301,Good,555,360,Home,Semiurban,351,Rejected
50,Male,Yes,2,Graduate,Business,3,1390,729,810,Bad,371,480,Car,Rural,233,Rejected
23,Female,Yes,1,Not Graduate,Business,10,1097,337,728,Good,290,180,Home,Urban,700,Approved
50,Male,No,1,Not Graduate,Business,5,1998,931,874,Good,178,300,Home,Rural,503,Approved
26,Male,Yes,3,Graduate,Unemployed,17,1909,272,474,Good,559,360,Business,Semiurban,614,Rejected
49,Female,Yes,3,Graduate,Business,19,703,254,370,Bad,83,240,Car,Urban,211,Rejected
28,Female,Yes,3,Graduate,Salaried,23,1612,708,638,Good,467,240,Education,Semiurban,561,Rejected
64,Male,No,3,Not Graduate,Unemployed,19,957,517,428,Good,733,480,Education,Rural,275,Rejected
63,Female,No,2,Not Graduate,Unemployed,20,1473,33,614,Good,218,360,Personal,Rural,427,Rejected
64,Male,Yes,2,Graduate,Business,1,1488,308,409,Good,729,480,Business,Urban,101,Rejected
53,Female,Yes,2,Graduate,Unemployed,29,1197,606,781,Good,691,360,Business,Rural,104,Rejected
37,Male,No,1,Not Graduate,Unemployed,18,1805,164,893,Good,116,180,Home,Rural,809,Approved
31,Female,No,1,Graduate,Salaried,18,1382,659,799,Good,336,180,Other,Urban,578,Approved
33,Female,Yes,2,Graduate,Self-Employed,17,899,503,712,Good,518,360,Car,Semiurban,802,Approved
31,Male,No,2,Not Graduate,Salaried,27,1671,953,480,Good,268,480,Business,Rural,968,Rejected
51,Female,No,2,Not Graduate,Self-Employed,23,1005,502,545,Good,455,360,Education,Rural,652,Rejected
48,Male,No,2,Not Graduate,Salaried,10,1336,203,426,Good,67,180,Car,Urban,674,Rejected
64,Female,No,1,Graduate,Business,2,1690,186,515,Good,794,240,Other,Rural,203,Rejected
26,Female,No,0,Not Graduate,Salaried,10,597,650,310,Bad,673,180,Car,Urban,301,Rejected
61,Female,Yes,3,Not Graduate,Unemployed,0,1578,605,390,Good,752,300,Other,Rural,477,Rejected
36,Female,Yes,3,Graduate,Unemployed,1,1752,113,577,Good,288,480,Education,Urban,433,Rejected
24,Male,No,0,Not Graduate,Unemployed,23,124,551,630,Bad,503,480,Home,Urban,294,Rejected
55,Male,No,1,Not Graduate,Business,0,1569,717,489,Good,257,480,Education,Rural,683,Rejected
46,Female,No,1,Not Graduate,Salaried,0,1541,823,576,Good,109,300,Business,Semiurban,524,Rejected
32,Male,No,0,Graduate,Self-Employed,12,1276,109,865,Good,537,480,Personal,Urban,83,Rejected
31,Male,Yes,3,Graduate,Salaried,26,1580,788,719,Good,554,300,Education,Semiurban,382,Approved
57,Female,Yes,3,Not Graduate,Salaried,0,1643,214,544,Good,465,240,Education,Urban,245,Rejected
45,Male,No,0,Graduate,Self-Employed,9,152,611,791,Good,661,180,Other,Rural,755,Rejected
38,Male,No,0,Graduate,Salaried,28,582,708,700,Good,691,180,Other,Semiurban,928,Rejected
39,Female,No,2,Graduate,Unemployed,12,335,493,447,Good,553,180,Education,Urban,971,Rejected
43,Female,No,0,Not Graduate,Self-Employed,7,1599,813,738,Good,690,300,Home,Urban,652,Approved
58,Female,No,0,Graduate,Salaried,21,1645,322,822,Good,210,180,Personal,Semiurban,605,Approved
38,Female,Yes,3,Graduate,Self-Employed,6,1713,415,397,Good,527,240,Business,Semiurban,334,Rejected
